geo_id	genes.detected	cell.type	donor	timepoint	donor.type	primer.mix	batch	plate	lineage	CD45RA	CD38	CD123	CD34	CD90	rnaseq	genotyping	genotypesall	qcgenotype	input.reads	unique.mapped	multimap	Total.sequences	Per.base.sequence.quality	GC.content	MReads	lib.size	unmapped	ercc.count	pc.uniquemapped	pc.multimap	pc.unmapped	pc.ingenes.total	pc.ercc	pc.mit.reads	pass.qc
OX2123PL1_4B	4790	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	534	107	145	1030	3041	1699	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	962862	520876	49385	962862	pass	48	25460	412904	392601	6230	0.540966411	0.051289801	0.407743789	0.792710741	0.015088253	0.061660822	TRUE
OX2123PL1_4C	3304	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	380	49	82	931	6331	230	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1208631	533147	50385	1208631	pass	47	19300	373963	625099	13898	0.441116437	0.041687661	0.517195902	0.701425686	0.037164104	0.051609384	TRUE
OX2123PL1_4E	2890	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	476	69	131	733	11734	278	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1787349	1006482	91640	1787349	pass	48	35082	735537	689227	32785	0.563114423	0.051271464	0.385614113	0.730799955	0.044572877	0.047695765	TRUE
OX2123PL1_4F	3136	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	575	74	64	564	4107	313	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1802335	760000	69211	1802335	pass	49	28272	618753	973124	21374	0.421675216	0.038400741	0.539924043	0.814148684	0.034543671	0.0456919	TRUE
OX2123PL1_4G	2144	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	306	22	-14	57	4292	115	TRUE	TRUE	JAK2_WT_EZH2_HET_TET2_p1137_HOM	TRUE	1423579	706330	55073	1423579	pass	48	26708	545661	662176	29400	0.496164948	0.038686297	0.465148755	0.772529837	0.053879607	0.048946141	TRUE
OX2123PL1_4H	3397	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	372	24	101	275	3298	542	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2171540	1441497	130135	2171540	pass	47	70758	994555	599908	37148	0.663813239	0.059927517	0.276259245	0.689945938	0.037351378	0.071145387	TRUE
OX2123PL1_5A	2857	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	22	23	-21	41	4179	244	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1159746	663523	49808	1159746	pass	48	12882	520946	446415	18766	0.572127862	0.042947335	0.384924802	0.785121239	0.036022928	0.024728091	TRUE
OX2123PL1_5B	2806	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	302	56	-72	467	8633	218	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1966672	848304	60425	1966672	pass	48	25499	627023	1057943	29262	0.431339847	0.030724493	0.53793566	0.739148937	0.046668145	0.04066677	TRUE
OX2123PL1_5C	2513	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	360	60	2	257	4469	241	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1053182	518450	49726	1053182	pass	47	20486	363331	485006	18809	0.492270092	0.047215011	0.460514897	0.700802392	0.051768222	0.056383848	TRUE
OX2123PL1_5D	2696	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	459	61	61	105	4774	293	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1982193	1250739	114189	1982193	pass	49	45538	994176	617265	36370	0.630987497	0.057607408	0.311405095	0.794870872	0.03658306	0.045804767	TRUE
OX2123PL1_5E	2630	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	1388	98	-27	532	9089	339	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1370056	794206	68122	1370056	pass	49	39308	570215	507728	24894	0.579688713	0.049722055	0.370589231	0.717968638	0.043657217	0.068935402	TRUE
OX2123PL1_5F	2616	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	314	76	-95	1127	5730	315	TRUE	TRUE	JAK2_HET_TET2_p1137_HOM	TRUE	2454752	1289893	109656	2454752	pass	49	45782	1005412	1055203	49845	0.525467746	0.044670908	0.429861346	0.7794538	0.049576691	0.045535562	TRUE
OX2123PL1_5G	2749	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	483	70	23	598	3613	238	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	990323	562183	51535	990323	pass	48	25292	438707	376605	13676	0.567676405	0.052038577	0.380285018	0.780363334	0.031173426	0.057651234	TRUE
OX2123PL4_10B	3715	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	406	455	847	951	13999	35159	TRUE	TRUE	JAK2_HOM	TRUE	2777236	774639	71551	2777236	pass	47	55184	529583	1931046	2636	0.278924441	0.025763385	0.695312174	0.683651352	0.004977501	0.104202741	TRUE
OX2123PL4_10C	4714	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	1594	4649	590	2330	8265	12067	TRUE	TRUE	JAK2_HOM	TRUE	3365899	1722866	161217	3365899	pass	47	102841	1226544	1481816	4743	0.51185909	0.047897159	0.440243751	0.711920718	0.003866963	0.083846156	TRUE
OX2123PL4_10D	3775	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	504	388	347	1079	11880	31656	TRUE	TRUE	JAK2_HOM	TRUE	2425833	514060	46527	2425833	pass	47	28357	334981	1865246	1777	0.211910713	0.019179803	0.768909484	0.651637941	0.005304778	0.084652562	TRUE
OX2123PL4_10F	4141	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	1284	3479	645	3211	9536	6697	TRUE	TRUE	JAK2_HOM	TRUE	2643605	1831193	168103	2643605	pass	47	123475	1294391	644309	8082	0.692687826	0.063588547	0.243723627	0.706856678	0.006243863	0.095392351	TRUE
OX2123PL4_11C	2981	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	65	173	621	918	7471	701	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1814356	450189	36885	1814356	pass	47	9273	298434	1327282	2055	0.248126057	0.020329527	0.731544416	0.662908245	0.006885945	0.031072197	TRUE
OX2123PL4_11D	2719	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	152	102	742	1985	5298	401	TRUE	TRUE	JAK2_HET_TET2_p1137_HOM	TRUE	2820822	440371	42119	2820822	pass	47	16973	271751	2338332	1874	0.156114423	0.014931463	0.828954113	0.617095585	0.006896019	0.062457912	TRUE
OX2123PL4_11E	2817	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	1	147	549	1546	5191	417	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2224321	739035	66015	2224321	pass	47	30264	479634	1419271	4306	0.332251955	0.02967872	0.638069325	0.649000386	0.008977679	0.063098112	TRUE
OX2123PL4_11G	3202	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	272	311	1137	2053	5276	658	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3936100	2567922	212453	3936100	pass	47	107283	1847552	1155725	10129	0.652402632	0.053975509	0.293621859	0.719473567	0.00548239	0.058067648	TRUE
OX2123PL4_2G	3581	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	225	1257	982	3487	6253	869	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	4301016	2667556	252692	4301016	pass	48	171043	1944693	1380768	13305	0.620215317	0.0587517	0.321032984	0.729016748	0.006841697	0.087953728	TRUE
OX2123PL4_3C	3847	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	-4900	-3578	-2812	-913	9442	4312	TRUE	TRUE	JAK2_HOM	TRUE	5571073	4710202	375201	5571073	pass	48	214453	3373779	485670	25397	0.84547483	0.067348067	0.087177102	0.716270555	0.00752776	0.063564626	TRUE
OX2123PL4_3D	3162	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	441	439	683	1261	11589	7886	TRUE	TRUE	JAK2_HOM	TRUE	2765247	1448175	119797	2765247	pass	47	79079	987857	1197275	7713	0.523705477	0.043322351	0.432972172	0.682139244	0.00780781	0.08005106	TRUE
OX2123PL4_3E	3740	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	615	94	1156	1898	8517	14746	TRUE	TRUE	JAK2_HOM	TRUE	4995738	3280792	246479	4995738	pass	47	149592	2301819	1468467	9206	0.656718187	0.049337856	0.293943958	0.701604674	0.003999446	0.064988602	TRUE
OX2123PL4_3F	3616	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	480	1082	1176	2079	9646	13997	TRUE	TRUE	JAK2_HOM	TRUE	3643827	2580517	214933	3643827	pass	48	128917	1849465	848377	8243	0.708188671	0.058985512	0.232825817	0.716703281	0.004456965	0.069705023	TRUE
OX2123PL4_3G	3310	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL4	676	537	519	648	8981	21589	TRUE	TRUE	JAK2_HOM	TRUE	4211305	3150090	218447	4211305	pass	47	101691	2161358	842768	14703	0.74800804	0.05187157	0.20012039	0.686125793	0.006802668	0.047049586	TRUE
OX2123PL4_4B	2673	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	83	371	38	3854	7339	255	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	4630920	3383405	261734	4630920	pass	48	121941	2362704	985781	16131	0.730611844	0.056518791	0.212869365	0.698321366	0.006827347	0.051610782	TRUE
OX2123PL4_4C	3366	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	210	333	783	819	7323	1108	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	4068072	3290036	256995	4068072	pass	48	113194	2406471	521041	13186	0.808745765	0.063173661	0.128080575	0.731442148	0.005479393	0.047037342	TRUE
OX2123PL4_4E	3495	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	213	89	1163	479	5484	451	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3041227	2461777	204097	3041227	pass	47	95439	1831061	375353	10572	0.809468349	0.067110084	0.123421566	0.743796453	0.005773702	0.05212224	TRUE
OX2123PL4_5C	2914	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	297	292	878	2388	9190	530	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3636339	2829355	215487	3636339	pass	48	85692	2013333	591497	15771	0.778077896	0.059259326	0.162662777	0.71158727	0.007833279	0.042562259	TRUE
OX2123PL4_5E	3362	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	371	61	1086	769	7195	2019	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3088714	2219511	180177	3088714	pass	47	110040	1549156	689026	8080	0.718587412	0.058333986	0.223078602	0.69797176	0.005215743	0.071032227	TRUE
OX2123PL4_5F	2911	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	195	183	810	1441	5445	343	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	6072580	4329007	286965	6072580	pass	47	103661	3019770	1456608	29733	0.712877722	0.047255862	0.239866416	0.69756644	0.009846114	0.034327449	TRUE
OX2123PL4_6C	3200	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	251	723	514	1344	7035	1289	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	4245806	3035640	255701	4245806	pass	48	127093	2184534	954465	12230	0.714973788	0.060224372	0.22480184	0.71962881	0.005598448	0.058178541	TRUE
OX2123PL4_6D	2278	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	291	761	126	70	11457	362	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	4751698	3028465	233960	4751698	pass	48	118323	2114515	1489273	24569	0.637343745	0.049237136	0.313419119	0.698213451	0.011619213	0.055957513	TRUE
OX2123PL4_6E	3364	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	192	436	265	273	5211	532	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	12578784	11167606	820108	12578784	pass	47	322029	8194427	591070	46826	0.887812844	0.065197717	0.046989439	0.733767559	0.005714371	0.039298538	TRUE
OX2123PL4_6F	3464	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	368	168	231	977	10922	370	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	4498521	3757923	303399	4498521	pass	49	187359	2834821	437199	18286	0.835368558	0.067444167	0.097187276	0.754358458	0.006450495	0.066092004	TRUE
OX2123PL4_6G	2046	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	580	158	375	942	6247	512	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	7180298	5853169	495528	7180298	pass	48	159753	3889309	831601	45181	0.815170763	0.069012177	0.115817059	0.664479191	0.011616716	0.041074906	TRUE
OX2123PL4_7B	2487	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	297	201	920	2125	5294	323	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3453780	2250367	181579	3453780	pass	47	85760	1465612	1021834	12967	0.6515664	0.052573991	0.295859609	0.651276881	0.008847499	0.058514805	TRUE
OX2123PL4_7C	3135	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	219	210	628	1115	6866	405	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3954243	2568995	220938	3954243	pass	47	114456	1736541	1164310	10555	0.649680609	0.055873653	0.294445738	0.675961222	0.006078175	0.065910336	TRUE
OX2123PL4_7D	3022	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	310	43	392	778	6766	803	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3454138	1968423	166233	3454138	pass	48	83189	1409810	1319482	9566	0.569873873	0.048125755	0.382000372	0.716212928	0.006785311	0.059007242	TRUE
OX2123PL4_8B	2903	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	181	242	723	890	4551	297	TRUE	TRUE	JAK2_HET_TET2_p1137_HOM	TRUE	4137870	2726034	242071	4137870	pass	48	131183	2010959	1169765	5453	0.658801267	0.058501355	0.282697378	0.737686691	0.002711642	0.06523405	TRUE
OX2123PL4_8C	3027	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	259	119	603	1832	7973	714	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2849411	1999562	144407	2849411	pass	47	66697	1381060	705442	9097	0.701745729	0.050679597	0.247574674	0.690681259	0.006586969	0.048294064	TRUE
OX2123PL4_8F	3348	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	334	371	-155	4597	7204	1398	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	4661875	4059239	314840	4661875	pass	46	122462	2931928	287796	18718	0.870730983	0.067535058	0.061733959	0.722285138	0.006384195	0.04176842	TRUE
OX2123PL4_8G	2607	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	241	273	1011	1140	9080	548	TRUE	TRUE	JAK2_WT_EZH2_HET_TET2_p1137_HOM	TRUE	4519946	3901385	313810	4519946	pass	47	115049	2692988	304751	27656	0.863148586	0.069427821	0.067423593	0.690264611	0.010269634	0.042721691	TRUE
OX2123PL4_9B	2861	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	348	516	1092	891	5907	318	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3315943	1132980	101754	3315943	pass	48	56880	794968	2081209	6863	0.341676561	0.030686293	0.627637146	0.701661106	0.008633052	0.07155005	TRUE
OX2123PL4_9D	2839	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	886	656	485	840	8142	451	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	5560787	3055683	257215	5560787	pass	48	159864	2282377	2247889	23194	0.549505493	0.046255143	0.404239364	0.746928592	0.010162212	0.070042767	TRUE
OX2123PL4_9E	3904	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	458	358	1100	1223	6153	615	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	9375175	8267058	708127	9375175	pass	48	324736	6376775	399990	35512	0.88180306	0.075532137	0.042664804	0.771347558	0.005568959	0.050924801	TRUE
OX2123PL4_9F	3194	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL4	190	114	334	1291	5383	389	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	10393829	8888995	709804	10393829	pass	46	276657	5852571	795030	52272	0.855218515	0.068290906	0.076490579	0.658406378	0.008931459	0.04727102	TRUE
OX2123PL6_10A	2677	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	1050	2531	17572	1299	7852	1687	TRUE	FALSE	WT	TRUE	3978513	410568	81135	3978513	pass	48	16416	205656	3486810	18514	0.103196345	0.020393298	0.876410357	0.500906062	0.090024118	0.079822616	TRUE
OX2123PL6_10B	4236	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	458	1081	6141	1566	5305	1314	TRUE	FALSE	WT	TRUE	2449311	1245213	128832	2449311	pass	47	68724	924377	1075266	4171	0.508393177	0.052599282	0.439007541	0.742344482	0.004512228	0.074346289	TRUE
OX2123PL6_10C	4075	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	634	2575	4379	1353	8730	5359	TRUE	FALSE	WT	TRUE	2420840	1164404	104613	2420840	pass	47	56992	824037	1151823	4037	0.480991722	0.043213513	0.475794765	0.707689943	0.004899052	0.069161943	TRUE
OX2123PL6_10D	3524	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	829	4266	6147	3706	8024	1924	TRUE	FALSE	WT	TRUE	2565351	1823287	161672	2565351	pass	47	111497	1166258	580392	7490	0.71073588	0.063021396	0.226242725	0.63964587	0.00642225	0.095602345	TRUE
OX2123PL6_10E	3553	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	709	43994	4827	4512	8301	1446	TRUE	FALSE	WT	TRUE	2450681	353684	43508	2450681	pass	48	17296	222057	2053489	3122	0.144320701	0.017753433	0.837925866	0.627840106	0.014059453	0.077889911	TRUE
OX2123PL6_10F	3964	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	1013	2353	2906	1112	8579	3989	TRUE	FALSE	WT	TRUE	2732650	732381	65928	2732650	pass	48	39788	505437	1934341	2907	0.268011271	0.024126032	0.707862697	0.690128499	0.005751459	0.078719999	TRUE
OX2123PL6_10G	4487	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	944	661	3020	2144	5085	1627	TRUE	FALSE	WT	TRUE	3211924	1551292	147391	3211924	pass	48	111091	1105883	1513241	4852	0.482979049	0.045888695	0.471132256	0.712878684	0.004387444	0.100454569	TRUE
OX2123PL6_10H	3720	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	1471	946	6601	3030	7431	3789	TRUE	FALSE	WT	TRUE	1054546	711144	74942	1054546	pass	47	42916	544680	268460	3253	0.674360341	0.071065653	0.254574006	0.765920826	0.005972314	0.078791217	TRUE
OX2123PL6_11A	3989	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	495	923	12497	2297	9697	2235	TRUE	FALSE	WT	TRUE	2100793	1258448	127026	2100793	pass	47	83191	913180	715319	4774	0.599034745	0.060465738	0.340499516	0.725639836	0.005227885	0.091100331	TRUE
OX2123PL6_11C	4441	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	637	505	23511	5009	2836	1050	TRUE	FALSE	WT	TRUE	2858367	907241	86514	2858367	pass	48	48645	671847	1864612	2895	0.317398361	0.030266932	0.652334707	0.740538622	0.004309017	0.072404878	TRUE
OX2123PL6_11D	4110	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	772	723	3914	3368	9249	1610	TRUE	FALSE	WT	TRUE	2627145	840831	77364	2627145	pass	48	36922	596988	1708950	3996	0.320055041	0.029447937	0.650497022	0.70999761	0.006693602	0.061847139	TRUE
OX2123PL6_11E	4033	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	938	963	3624	2790	11740	10904	TRUE	FALSE	WT	TRUE	2433533	641504	59488	2433533	pass	48	34419	481021	1732541	1902	0.26361015	0.024445117	0.711944732	0.749833204	0.003954089	0.071554049	TRUE
OX2123PL6_11G	4398	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	1103	4618	3813	3760	11162	3732	TRUE	FALSE	WT	TRUE	1912554	1643761	150426	1912554	pass	48	70478	1275458	118367	9937	0.859458609	0.078651897	0.061889494	0.775938838	0.007790927	0.055257014	TRUE
OX2123PL6_11H	4389	CD34+CD38+	HD7643	baseline	normal	OX2123_mix	batch_6	OX2123PL6	734	540	4528	1587	8636	1106	TRUE	FALSE	WT	TRUE	2385898	1089364	90150	2385898	pass	48	40174	828775	1206384	3342	0.456584481	0.037784516	0.505631004	0.760787946	0.004032458	0.048473953	TRUE
OX2123PL6_1B	3325	CD34+CD38+	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL6	855	435	12880	636	6486	237	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2788201	937499	89311	2788201	pass	48	51857	610994	1761391	4477	0.336237954	0.032031765	0.631730281	0.651727629	0.007327404	0.084873174	TRUE
OX2123PL6_1E	3259	CD34+CD38+	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL6	1022	221	9679	2250	7312	430	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3405184	1161534	133107	3405184	pass	47	62918	691663	2110543	8812	0.341107558	0.039089518	0.619802924	0.595473744	0.012740309	0.090966265	TRUE
OX2123PL6_1F	2952	CD34+CD38+	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL6	316	872	21521	834	5643	1972	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2646198	1094256	101833	2646198	pass	48	53572	664712	1450109	5423	0.413520077	0.038482759	0.547997164	0.607455659	0.00815842	0.080594302	TRUE
OX2123PL6_1G	4080	CD34+CD38+	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL6	245	1164	62445	394	4323	488	TRUE	TRUE	JAK2_HET_EZH2_HOM_TET2_p1137_HOM	TRUE	1860479	1346060	123133	1860479	pass	47	59255	1004375	391286	3789	0.723501851	0.066183494	0.210314656	0.746159161	0.003772495	0.058996889	TRUE
OX2123PL6_1H	6607	CD34+CD38+	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL6	1015	1118	19422	444	4065	1436	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1305862	1029611	96239	1305862	pass	48	58573	836261	180012	738	0.788453144	0.07369768	0.137849175	0.812210631	0.0008825	0.07004153	TRUE
OX2123PL6_2A	3743	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL6	324	1223	545	1032	10297	9723	TRUE	TRUE	JAK2_HOM	TRUE	1944953	1465767	137097	1944953	pass	46	113425	1009963	342089	7175	0.753625923	0.070488593	0.175885484	0.689033796	0.007104221	0.112306094	TRUE
OX2123PL6_2B	3679	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL6	366	1143	214	1513	10066	10716	TRUE	TRUE	JAK2_HOM	TRUE	2597383	586683	60640	2597383	pass	48	45201	389061	1950060	2808	0.225874659	0.023346576	0.750778765	0.663153696	0.007217377	0.116179725	TRUE
OX2123PL6_2C	3297	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL6	560	641	1139	1126	11922	11292	TRUE	TRUE	JAK2_HOM	TRUE	2867197	818167	74579	2867197	pass	48	45644	543676	1974451	3291	0.285354302	0.026011118	0.688634579	0.664504924	0.006053238	0.083954414	TRUE
OX2123PL6_2D	3456	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL6	486	926	1107	827	11016	10636	TRUE	TRUE	JAK2_HOM	TRUE	2821046	1157968	108619	2821046	pass	47	92953	793507	1554459	5123	0.410474696	0.038503094	0.551022209	0.685258142	0.00645615	0.117142004	TRUE
OX2123PL6_2E	2639	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL6	320	507	86	549	9058	8993	TRUE	TRUE	JAK2_HOM	TRUE	4408214	3864910	296752	4408214	pass	48	122826	2956488	246552	18348	0.8767519	0.067317966	0.055930134	0.764956493	0.006206012	0.041544562	TRUE
OX2123PL6_2G	3617	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL6	-420	529	-198	2220	8849	1504	TRUE	TRUE	JAK2_HOM	TRUE	1948145	1218197	111089	1948145	pass	47	76326	848111	618859	5470	0.625311258	0.057022963	0.317665779	0.696201846	0.006449627	0.089995295	TRUE
OX2123PL6_2H	3759	CD34+CD38-	OX4739	baseline	patient	OX2123_mix	batch_6	OX2123PL6	624	986	300	1845	10666	16410	TRUE	TRUE	JAK2_HOM	TRUE	2252950	1357163	113393	2252950	pass	47	103880	940256	782394	3860	0.60239375	0.050330899	0.34727535	0.692809928	0.004105265	0.11048055	TRUE
OX2123PL6_3C	3000	CD34+CD38+	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL6	509	856	18739	472	4785	400	TRUE	TRUE	JAK2_WT_EZH2_HET_TET2_p1137_HOM	TRUE	3744605	2306619	270789	3744605	pass	47	112693	1405806	1167197	14171	0.615984597	0.072314436	0.311700967	0.609466063	0.010080338	0.080162554	TRUE
OX2123PL6_3E	3486	CD34+CD38+	OX2123	baseline	patient	OX2123_mix	batch_6	OX2123PL6	727	1127	31277	202	5374	790	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	3218373	1950258	196304	3218373	pass	48	77515	1295535	1071811	9418	0.605976374	0.060994795	0.333028832	0.664289033	0.007269584	0.059832424	TRUE
